asin,title,main_category,price,average_rating,rating_number,features,description,images
B00000547,BrandF Skincare Product 547,Skincare,84.6240414144596,3.315909645670696,477,"['Feature 0', 'Feature 1', 'Feature 2']",High quality skincare product with premium ingredients,['https://placeholder-images.com/product_547.jpg']
B00000548,BrandD Bath Product 548,Bath,33.24480387826736,4.226946277278353,886,"['Feature 0', 'Feature 1', 'Feature 2']",High quality bath product with premium ingredients,['https://placeholder-images.com/product_548.jpg']
B00000549,BrandC Haircare Product 549,Haircare,48.76662823289325,4.967042945430444,938,"['Feature 0', 'Feature 1', 'Feature 2']",High quality haircare product with premium ingredients,['https://placeholder-images.com/product_549.jpg']
B00000550,BrandA Fragrance Product 550,Fragrance,14.67370425009337,3.7273862495122803,937,"['Feature 0', 'Feature 1', 'Feature 2']",High quality fragrance product with premium ingredients,['https://placeholder-images.com/product_550.jpg']
B00000551,BrandC Fragrance Product 551,Fragrance,53.84267927441953,4.597186544765503,375,"['Feature 0', 'Feature 1', 'Feature 2']",High quality fragrance product with premium ingredients,['https://placeholder-images.com/product_551.jpg']
B00000552,BrandC Bath Product 552,Bath,133.53829157702742,4.607207070883071,823,"['Feature 0', 'Feature 1', 'Feature 2']",High quality bath product with premium ingredients,['https://placeholder-images.com/product_552.jpg']
B00000553,BrandE Skincare Product 553,Skincare,147.7754446651097,4.335839997607254,278,"['Feature 0', 'Feature 1', 'Feature 2']",High quality skincare product with premium ingredients,['https://placeholder-images.com/product_553.jpg']
B00000554,BrandD Makeup Product 554,Makeup,149.59094199143263,4.959564915709044,580,"['Feature 0', 'Feature 1', 'Feature 2']",High quality makeup product with premium ingredients,['https://placeholder-images.com/product_554.jpg']
B00000555,BrandE Haircare Product 555,Haircare,88.36579570937356,4.054799244245353,802,"['Feature 0', 'Feature 1', 'Feature 2']",High quality haircare product with premium ingredients,['https://placeholder-images.com/product_555.jpg']
B00000556,BrandB Fragrance Product 556,Fragrance,39.36541267571539,3.758054252438195,236,"['Feature 0', 'Feature 1', 'Feature 2']",High quality fragrance product with premium ingredients,['https://placeholder-images.com/product_556.jpg']
B00000557,BrandD Tools Product 557,Tools,130.14478744200295,4.638127027723312,443,"['Feature 0', 'Feature 1', 'Feature 2']",High quality tools product with premium ingredients,['https://placeholder-images.com/product_557.jpg']
B00000558,BrandC Bath Product 558,Bath,116.34153741604845,4.9761311333055485,459,"['Feature 0', 'Feature 1', 'Feature 2']",High quality bath product with premium ingredients,['https://placeholder-images.com/product_558.jpg']
B00000559,BrandD Fragrance Product 559,Fragrance,53.96851129898248,3.5086439623566337,991,"['Feature 0', 'Feature 1', 'Feature 2']",High quality fragrance product with premium ingredients,['https://placeholder-images.com/product_559.jpg']
B00000560,BrandD Haircare Product 560,Haircare,56.92912663192218,3.347523186271488,286,"['Feature 0', 'Feature 1', 'Feature 2']",High quality haircare product with premium ingredients,['https://placeholder-images.com/product_560.jpg']
B00000561,BrandB Fragrance Product 561,Fragrance,24.089246993294665,3.4797482255118894,701,"['Feature 0', 'Feature 1', 'Feature 2']",High quality fragrance product with premium ingredients,['https://placeholder-images.com/product_561.jpg']
B00000562,BrandA Makeup Product 562,Makeup,113.55398210174691,3.3825208358291734,84,"['Feature 0', 'Feature 1', 'Feature 2']",High quality makeup product with premium ingredients,['https://placeholder-images.com/product_562.jpg']
B00000563,BrandF Skincare Product 563,Skincare,113.3296772673924,4.612391762007581,871,"['Feature 0', 'Feature 1', 'Feature 2']",High quality skincare product with premium ingredients,['https://placeholder-images.com/product_563.jpg']
B00000564,BrandC Haircare Product 564,Haircare,14.356183988430075,4.478589470329546,939,"['Feature 0', 'Feature 1', 'Feature 2']",High quality haircare product with premium ingredients,['https://placeholder-images.com/product_564.jpg']
B00000565,BrandC Makeup Product 565,Makeup,106.08580753605364,3.1392822963248115,944,"['Feature 0', 'Feature 1', 'Feature 2']",High quality makeup product with premium ingredients,['https://placeholder-images.com/product_565.jpg']
B00000566,BrandA Bath Product 566,Bath,101.73953735683214,4.983485234335678,768,"['Feature 0', 'Feature 1', 'Feature 2']",High quality bath product with premium ingredients,['https://placeholder-images.com/product_566.jpg']
B00000567,BrandD Haircare Product 567,Haircare,131.2941119951879,3.4310597375826637,152,"['Feature 0', 'Feature 1', 'Feature 2']",High quality haircare product with premium ingredients,['https://placeholder-images.com/product_567.jpg']
B00000568,BrandC Tools Product 568,Tools,116.8417407762445,3.816612685518902,663,"['Feature 0', 'Feature 1', 'Feature 2']",High quality tools product with premium ingredients,['https://placeholder-images.com/product_568.jpg']
B00000569,BrandD Fragrance Product 569,Fragrance,42.58684059418043,4.614792060679902,773,"['Feature 0', 'Feature 1', 'Feature 2']",High quality fragrance product with premium ingredients,['https://placeholder-images.com/product_569.jpg']
B00000570,BrandB Tools Product 570,Tools,101.10759665822464,4.748453448276703,228,"['Feature 0', 'Feature 1', 'Feature 2']",High quality tools product with premium ingredients,['https://placeholder-images.com/product_570.jpg']
B00000571,BrandC Haircare Product 571,Haircare,64.56631423970889,3.759005806749437,151,"['Feature 0', 'Feature 1', 'Feature 2']",High quality haircare product with premium ingredients,['https://placeholder-images.com/product_571.jpg']
B00000572,BrandE Fragrance Product 572,Fragrance,86.53075082629039,3.7608010979408193,551,"['Feature 0', 'Feature 1', 'Feature 2']",High quality fragrance product with premium ingredients,['https://placeholder-images.com/product_572.jpg']
B00000573,BrandC Bath Product 573,Bath,69.15677996367225,3.0840493503428106,865,"['Feature 0', 'Feature 1', 'Feature 2']",High quality bath product with premium ingredients,['https://placeholder-images.com/product_573.jpg']
B00000574,BrandB Bath Product 574,Bath,145.27407749895175,3.254907918845738,92,"['Feature 0', 'Feature 1', 'Feature 2']",High quality bath product with premium ingredients,['https://placeholder-images.com/product_574.jpg']
B00000575,BrandC Bath Product 575,Bath,125.64546723332006,4.398630750252408,293,"['Feature 0', 'Feature 1', 'Feature 2']",High quality bath product with premium ingredients,['https://placeholder-images.com/product_575.jpg']
B00000576,BrandE Fragrance Product 576,Fragrance,144.79344999036363,4.453341984140646,772,"['Feature 0', 'Feature 1', 'Feature 2']",High quality fragrance product with premium ingredients,['https://placeholder-images.com/product_576.jpg']
B00000577,BrandA Fragrance Product 577,Fragrance,49.41296777809019,4.745507679132256,407,"['Feature 0', 'Feature 1', 'Feature 2']",High quality fragrance product with premium ingredients,['https://placeholder-images.com/product_577.jpg']
B00000578,BrandE Bath Product 578,Bath,85.69778673028745,3.193068940390882,295,"['Feature 0', 'Feature 1', 'Feature 2']",High quality bath product with premium ingredients,['https://placeholder-images.com/product_578.jpg']
B00000579,BrandA Skincare Product 579,Skincare,75.62751516503081,3.6025305215200008,212,"['Feature 0', 'Feature 1', 'Feature 2']",High quality skincare product with premium ingredients,['https://placeholder-images.com/product_579.jpg']
B00000580,BrandC Tools Product 580,Tools,41.689209207808034,4.460492294180292,50,"['Feature 0', 'Feature 1', 'Feature 2']",High quality tools product with premium ingredients,['https://placeholder-images.com/product_580.jpg']
B00000581,BrandC Fragrance Product 581,Fragrance,136.4052993268782,4.704527748782363,882,"['Feature 0', 'Feature 1', 'Feature 2']",High quality fragrance product with premium ingredients,['https://placeholder-images.com/product_581.jpg']
B00000582,BrandF Tools Product 582,Tools,57.65681806893906,4.9780567167003476,264,"['Feature 0', 'Feature 1', 'Feature 2']",High quality tools product with premium ingredients,['https://placeholder-images.com/product_582.jpg']
B00000583,BrandF Tools Product 583,Tools,121.24095901802664,3.0693405334529666,44,"['Feature 0', 'Feature 1', 'Feature 2']",High quality tools product with premium ingredients,['https://placeholder-images.com/product_583.jpg']
B00000584,BrandF Haircare Product 584,Haircare,129.7974531372555,4.0428913780871785,334,"['Feature 0', 'Feature 1', 'Feature 2']",High quality haircare product with premium ingredients,['https://placeholder-images.com/product_584.jpg']
B00000585,BrandE Fragrance Product 585,Fragrance,93.85699114480947,3.229865994119134,210,"['Feature 0', 'Feature 1', 'Feature 2']",High quality fragrance product with premium ingredients,['https://placeholder-images.com/product_585.jpg']
B00000586,BrandA Tools Product 586,Tools,103.68803681133099,4.658573598633511,737,"['Feature 0', 'Feature 1', 'Feature 2']",High quality tools product with premium ingredients,['https://placeholder-images.com/product_586.jpg']
B00000587,BrandE Skincare Product 587,Skincare,107.22306385829923,3.164414127423563,447,"['Feature 0', 'Feature 1', 'Feature 2']",High quality skincare product with premium ingredients,['https://placeholder-images.com/product_587.jpg']
B00000588,BrandF Fragrance Product 588,Fragrance,118.3431518022219,4.203846862030263,35,"['Feature 0', 'Feature 1', 'Feature 2']",High quality fragrance product with premium ingredients,['https://placeholder-images.com/product_588.jpg']
B00000589,BrandE Fragrance Product 589,Fragrance,33.8814676179926,4.896216640342884,559,"['Feature 0', 'Feature 1', 'Feature 2']",High quality fragrance product with premium ingredients,['https://placeholder-images.com/product_589.jpg']
B00000590,BrandA Fragrance Product 590,Fragrance,108.36872823197228,3.4748669367496126,464,"['Feature 0', 'Feature 1', 'Feature 2']",High quality fragrance product with premium ingredients,['https://placeholder-images.com/product_590.jpg']
B00000591,BrandD Fragrance Product 591,Fragrance,42.78582255416799,4.573500670308874,588,"['Feature 0', 'Feature 1', 'Feature 2']",High quality fragrance product with premium ingredients,['https://placeholder-images.com/product_591.jpg']
B00000592,BrandD Bath Product 592,Bath,143.0743473620685,4.2013021330967115,960,"['Feature 0', 'Feature 1', 'Feature 2']",High quality bath product with premium ingredients,['https://placeholder-images.com/product_592.jpg']
B00000593,BrandA Skincare Product 593,Skincare,47.65425241570595,3.8139438192685278,223,"['Feature 0', 'Feature 1', 'Feature 2']",High quality skincare product with premium ingredients,['https://placeholder-images.com/product_593.jpg']
B00000594,BrandB Skincare Product 594,Skincare,60.65943304871942,3.944986710013027,739,"['Feature 0', 'Feature 1', 'Feature 2']",High quality skincare product with premium ingredients,['https://placeholder-images.com/product_594.jpg']
B00000595,BrandC Haircare Product 595,Haircare,48.75400309078281,4.943065381802102,102,"['Feature 0', 'Feature 1', 'Feature 2']",High quality haircare product with premium ingredients,['https://placeholder-images.com/product_595.jpg']
B00000596,BrandA Tools Product 596,Tools,97.15275740216433,3.9394875259813675,441,"['Feature 0', 'Feature 1', 'Feature 2']",High quality tools product with premium ingredients,['https://placeholder-images.com/product_596.jpg']
B00000597,BrandD Tools Product 597,Tools,38.97896098137975,4.033145256891958,58,"['Feature 0', 'Feature 1', 'Feature 2']",High quality tools product with premium ingredients,['https://placeholder-images.com/product_597.jpg']
B00000598,BrandA Bath Product 598,Bath,40.66963327426009,3.0734427250016423,901,"['Feature 0', 'Feature 1', 'Feature 2']",High quality bath product with premium ingredients,['https://placeholder-images.com/product_598.jpg']
B00000599,BrandB Skincare Product 599,Skincare,74.79927370221908,3.877076977074871,713,"['Feature 0', 'Feature 1', 'Feature 2']",High quality skincare product with premium ingredients,['https://placeholder-images.com/product_599.jpg']
B00000600,BrandB Bath Product 600,Bath,51.08843524913703,4.863507438865633,786,"['Feature 0', 'Feature 1', 'Feature 2']",High quality bath product with premium ingredients,['https://placeholder-images.com/product_600.jpg']
B00000601,BrandA Tools Product 601,Tools,96.38931225649218,3.227676786953203,828,"['Feature 0', 'Feature 1', 'Feature 2']",High quality tools product with premium ingredients,['https://placeholder-images.com/product_601.jpg']
B00000602,BrandA Haircare Product 602,Haircare,14.153551229063574,4.350840415094178,503,"['Feature 0', 'Feature 1', 'Feature 2']",High quality haircare product with premium ingredients,['https://placeholder-images.com/product_602.jpg']
B00000603,BrandC Haircare Product 603,Haircare,28.408476785717426,3.549463051039039,10,"['Feature 0', 'Feature 1', 'Feature 2']",High quality haircare product with premium ingredients,['https://placeholder-images.com/product_603.jpg']
B00000604,BrandC Fragrance Product 604,Fragrance,67.54295053717641,4.81522200511311,118,"['Feature 0', 'Feature 1', 'Feature 2']",High quality fragrance product with premium ingredients,['https://placeholder-images.com/product_604.jpg']
B00000605,BrandE Fragrance Product 605,Fragrance,53.312180500789495,4.647580768442589,112,"['Feature 0', 'Feature 1', 'Feature 2']",High quality fragrance product with premium ingredients,['https://placeholder-images.com/product_605.jpg']
B00000606,BrandB Fragrance Product 606,Fragrance,110.99508315488036,4.7257610058248245,183,"['Feature 0', 'Feature 1', 'Feature 2']",High quality fragrance product with premium ingredients,['https://placeholder-images.com/product_606.jpg']
B00000607,BrandE Bath Product 607,Bath,126.14225796113504,3.081117475089363,861,"['Feature 0', 'Feature 1', 'Feature 2']",High quality bath product with premium ingredients,['https://placeholder-images.com/product_607.jpg']
B00000608,BrandB Makeup Product 608,Makeup,26.028269329226717,3.767677766089959,648,"['Feature 0', 'Feature 1', 'Feature 2']",High quality makeup product with premium ingredients,['https://placeholder-images.com/product_608.jpg']
B00000609,BrandB Fragrance Product 609,Fragrance,22.919870890256014,4.192643037720737,945,"['Feature 0', 'Feature 1', 'Feature 2']",High quality fragrance product with premium ingredients,['https://placeholder-images.com/product_609.jpg']
B00000610,BrandA Fragrance Product 610,Fragrance,19.941073034655766,3.160360028163807,664,"['Feature 0', 'Feature 1', 'Feature 2']",High quality fragrance product with premium ingredients,['https://placeholder-images.com/product_610.jpg']
B00000611,BrandB Skincare Product 611,Skincare,103.60017054120797,4.35733991334513,459,"['Feature 0', 'Feature 1', 'Feature 2']",High quality skincare product with premium ingredients,['https://placeholder-images.com/product_611.jpg']
B00000612,BrandC Haircare Product 612,Haircare,93.81693632467363,4.004307219923974,572,"['Feature 0', 'Feature 1', 'Feature 2']",High quality haircare product with premium ingredients,['https://placeholder-images.com/product_612.jpg']
B00000613,BrandA Bath Product 613,Bath,95.76028556827468,4.74739718693269,93,"['Feature 0', 'Feature 1', 'Feature 2']",High quality bath product with premium ingredients,['https://placeholder-images.com/product_613.jpg']
B00000614,BrandC Bath Product 614,Bath,113.73737503844099,4.059983045852837,396,"['Feature 0', 'Feature 1', 'Feature 2']",High quality bath product with premium ingredients,['https://placeholder-images.com/product_614.jpg']
B00000615,BrandB Bath Product 615,Bath,11.638925502326568,3.844068520255278,428,"['Feature 0', 'Feature 1', 'Feature 2']",High quality bath product with premium ingredients,['https://placeholder-images.com/product_615.jpg']
B00000616,BrandA Haircare Product 616,Haircare,21.814933276235926,3.798737496789382,366,"['Feature 0', 'Feature 1', 'Feature 2']",High quality haircare product with premium ingredients,['https://placeholder-images.com/product_616.jpg']
B00000617,BrandF Tools Product 617,Tools,88.20993550305955,3.6863347063453165,288,"['Feature 0', 'Feature 1', 'Feature 2']",High quality tools product with premium ingredients,['https://placeholder-images.com/product_617.jpg']
B00000618,BrandF Skincare Product 618,Skincare,128.38461081858696,4.38498565333845,667,"['Feature 0', 'Feature 1', 'Feature 2']",High quality skincare product with premium ingredients,['https://placeholder-images.com/product_618.jpg']
B00000619,BrandC Fragrance Product 619,Fragrance,20.86605026240172,4.085068737064503,643,"['Feature 0', 'Feature 1', 'Feature 2']",High quality fragrance product with premium ingredients,['https://placeholder-images.com/product_619.jpg']
B00000620,BrandD Bath Product 620,Bath,41.67907514999246,3.768479240274763,204,"['Feature 0', 'Feature 1', 'Feature 2']",High quality bath product with premium ingredients,['https://placeholder-images.com/product_620.jpg']
B00000621,BrandD Fragrance Product 621,Fragrance,138.32893301776903,3.8619704410265925,369,"['Feature 0', 'Feature 1', 'Feature 2']",High quality fragrance product with premium ingredients,['https://placeholder-images.com/product_621.jpg']
B00000622,BrandB Haircare Product 622,Haircare,61.80732685439573,3.054840619945315,389,"['Feature 0', 'Feature 1', 'Feature 2']",High quality haircare product with premium ingredients,['https://placeholder-images.com/product_622.jpg']
B00000623,BrandB Skincare Product 623,Skincare,33.360428237825396,3.861058676924415,205,"['Feature 0', 'Feature 1', 'Feature 2']",High quality skincare product with premium ingredients,['https://placeholder-images.com/product_623.jpg']
B00000624,BrandA Tools Product 624,Tools,58.42284450330004,3.3089194944466476,678,"['Feature 0', 'Feature 1', 'Feature 2']",High quality tools product with premium ingredients,['https://placeholder-images.com/product_624.jpg']
B00000625,BrandD Makeup Product 625,Makeup,63.047438928234016,3.01342078060812,488,"['Feature 0', 'Feature 1', 'Feature 2']",High quality makeup product with premium ingredients,['https://placeholder-images.com/product_625.jpg']
B00000626,BrandF Haircare Product 626,Haircare,93.43843790568745,3.202519829230318,585,"['Feature 0', 'Feature 1', 'Feature 2']",High quality haircare product with premium ingredients,['https://placeholder-images.com/product_626.jpg']
B00000627,BrandB Tools Product 627,Tools,127.84127064425465,4.160443037570059,495,"['Feature 0', 'Feature 1', 'Feature 2']",High quality tools product with premium ingredients,['https://placeholder-images.com/product_627.jpg']
B00000628,BrandD Skincare Product 628,Skincare,33.43036263940792,4.944050512993182,935,"['Feature 0', 'Feature 1', 'Feature 2']",High quality skincare product with premium ingredients,['https://placeholder-images.com/product_628.jpg']
B00000629,BrandC Haircare Product 629,Haircare,144.96243699647832,3.7684134259716005,164,"['Feature 0', 'Feature 1', 'Feature 2']",High quality haircare product with premium ingredients,['https://placeholder-images.com/product_629.jpg']
B00000630,BrandF Bath Product 630,Bath,139.589226203547,3.828300448656454,572,"['Feature 0', 'Feature 1', 'Feature 2']",High quality bath product with premium ingredients,['https://placeholder-images.com/product_630.jpg']
B00000631,BrandF Makeup Product 631,Makeup,115.86990595302476,3.9170460177637816,551,"['Feature 0', 'Feature 1', 'Feature 2']",High quality makeup product with premium ingredients,['https://placeholder-images.com/product_631.jpg']
B00000632,BrandE Makeup Product 632,Makeup,126.96723309352586,3.740793972550613,133,"['Feature 0', 'Feature 1', 'Feature 2']",High quality makeup product with premium ingredients,['https://placeholder-images.com/product_632.jpg']
B00000633,BrandC Tools Product 633,Tools,134.37651412321537,4.205885752958923,210,"['Feature 0', 'Feature 1', 'Feature 2']",High quality tools product with premium ingredients,['https://placeholder-images.com/product_633.jpg']
B00000634,BrandE Skincare Product 634,Skincare,50.3767612946244,4.922270970815186,509,"['Feature 0', 'Feature 1', 'Feature 2']",High quality skincare product with premium ingredients,['https://placeholder-images.com/product_634.jpg']
B00000635,BrandE Skincare Product 635,Skincare,145.90390151481475,4.547077783069128,78,"['Feature 0', 'Feature 1', 'Feature 2']",High quality skincare product with premium ingredients,['https://placeholder-images.com/product_635.jpg']
B00000636,BrandA Tools Product 636,Tools,87.51960795012157,4.083409624820008,863,"['Feature 0', 'Feature 1', 'Feature 2']",High quality tools product with premium ingredients,['https://placeholder-images.com/product_636.jpg']
B00000637,BrandC Tools Product 637,Tools,127.39689008639594,3.7123712942351883,363,"['Feature 0', 'Feature 1', 'Feature 2']",High quality tools product with premium ingredients,['https://placeholder-images.com/product_637.jpg']
B00000638,BrandC Tools Product 638,Tools,34.80392953806117,4.014892732239485,392,"['Feature 0', 'Feature 1', 'Feature 2']",High quality tools product with premium ingredients,['https://placeholder-images.com/product_638.jpg']
B00000639,BrandE Fragrance Product 639,Fragrance,145.29843402129703,4.115417652500088,508,"['Feature 0', 'Feature 1', 'Feature 2']",High quality fragrance product with premium ingredients,['https://placeholder-images.com/product_639.jpg']
B00000640,BrandD Skincare Product 640,Skincare,91.61781966304434,4.999427608311828,918,"['Feature 0', 'Feature 1', 'Feature 2']",High quality skincare product with premium ingredients,['https://placeholder-images.com/product_640.jpg']
B00000641,BrandC Makeup Product 641,Makeup,39.023260446258114,4.564776658920175,108,"['Feature 0', 'Feature 1', 'Feature 2']",High quality makeup product with premium ingredients,['https://placeholder-images.com/product_641.jpg']
B00000642,BrandB Fragrance Product 642,Fragrance,97.27683414232162,4.138754722364565,771,"['Feature 0', 'Feature 1', 'Feature 2']",High quality fragrance product with premium ingredients,['https://placeholder-images.com/product_642.jpg']
B00000643,BrandE Haircare Product 643,Haircare,112.31452401965323,3.2959682947316695,526,"['Feature 0', 'Feature 1', 'Feature 2']",High quality haircare product with premium ingredients,['https://placeholder-images.com/product_643.jpg']
B00000644,BrandE Skincare Product 644,Skincare,86.02344175407285,3.4554994722064194,73,"['Feature 0', 'Feature 1', 'Feature 2']",High quality skincare product with premium ingredients,['https://placeholder-images.com/product_644.jpg']
B00000645,BrandE Haircare Product 645,Haircare,93.87688190564552,3.706921481093565,568,"['Feature 0', 'Feature 1', 'Feature 2']",High quality haircare product with premium ingredients,['https://placeholder-images.com/product_645.jpg']
B00000646,BrandF Fragrance Product 646,Fragrance,28.291328135284807,4.58101958854977,485,"['Feature 0', 'Feature 1', 'Feature 2']",High quality fragrance product with premium ingredients,['https://placeholder-images.com/product_646.jpg']
B00000647,BrandA Tools Product 647,Tools,105.30582501446798,3.933564154462376,533,"['Feature 0', 'Feature 1', 'Feature 2']",High quality tools product with premium ingredients,['https://placeholder-images.com/product_647.jpg']
B00000648,BrandA Bath Product 648,Bath,142.87570003252168,4.025804832294395,629,"['Feature 0', 'Feature 1', 'Feature 2']",High quality bath product with premium ingredients,['https://placeholder-images.com/product_648.jpg']
B00000649,BrandD Fragrance Product 649,Fragrance,130.89665315203632,4.177463044262639,771,"['Feature 0', 'Feature 1', 'Feature 2']",High quality fragrance product with premium ingredients,['https://placeholder-images.com/product_649.jpg']
